2521.910385	日本
2504.024892	児童・生徒の方々へ
2476.187808	ユーザーボックス
1905.186988	仏教
1731.265970	完璧な記事
1230.774497	アメリカ合衆国
970.451947	表の作り方
860.681088	道路
668.000213	大塚愛
643.981666	ウィキデータ
630.498555	2010年
600.550428	フランス
546.109083	教育
461.788312	ドイツ
420.878209	中華人民共和国
413.822970	昭和
325.126213	アニメ
318.434843	日本の地理
318.352239	明治
310.669068	神奈川県
304.409491	山田晴通
291.901441	大韓民国
285.490590	カナダ
278.425903	イスラーム
276.980611	沖縄県
261.378986	ロシア
259.117044	テキサス州
249.269134	俳優
246.641666	国
242.453020	誕生日
235.102397	五代雄介
233.322755	アフリカ
197.912572	新潟県
189.407347	イリノイ州
185.605327	国家
182.028868	茨城県
178.375851	ニュージャージー州
177.107649	青森県
175.184471	岐阜県
171.850086	Cascading_Style_Sheets
169.696947	バージニア州
168.325844	夜
160.483537	香川県
153.748568	大阪市
152.583870	リスクフレーズ
146.703754	山口県
145.437092	NOBU
143.050275	石川県
142.278892	西暦
138.800021	カリフォルニア州
137.121389	佐賀県
131.675105	パリ
129.181248	1月1日
129.108651	年
128.924787	高知県
125.263814	人口
120.895393	ピアニート公爵
119.178227	ロンドン
118.952797	ケンタッキー州
118.528711	男性
116.963890	ジョージ・W・ブッシュ
112.823802	東北楽天ゴールデンイーグルス
112.536084	下関市
111.259309	元号
101.801272	投票
97.076367	ミネソタ州
95.367748	ニック・ノルティ
95.362599	ティモシー・ハットン
93.990313	空海
92.860866	森下唯
90.762337	フィリピン
90.737150	香港
89.767809	女性
88.560217	生没年不詳
86.081444	Kzy
85.558005	高知市
83.043430	22世紀
81.929608	幸福の科学
81.262785	水戸市
79.843036	インドネシア
77.626633	名古屋港
77.442048	坂本龍一
75.049630	ギリシア神話
73.565857	熊谷市
73.205060	アメリカ
72.987375	ジミー・ウェールズ
71.392207	宇多田ヒカル
70.218133	Extensible_Markup_Language
69.166167	桑田佳祐
69.004483	チェコ
68.657111	ネブラスカ州
68.371908	港区_(東京都)
67.186291	イスラエル
66.040709	太田市
64.926384	Ribbon
64.564831	スパム_(メール)
64.159177	NARUTO_-ナルト-
63.727136	7月21日
63.406562	アーカンソー州
62.976899	5月20日
62.343049	札幌市
61.593412	乗車カード
61.528683	槇原敬之
60.525664	国勢調査
60.195865	ワイオミング州
60.136034	12月25日
60.080636	平野綾
59.527314	小泉今日子
59.512418	神武天皇即位紀元
59.346492	明治時代
58.241311	井上陽水
57.956884	ニューヨーク州
57.885764	福岡市
57.794716	大正天皇
55.775713	1月25日
55.540250	沼津市
55.314722	Phew
54.284931	12月16日
54.246460	リンク元
53.916162	年齢
53.872294	帯広市
53.848482	アイダホ州
53.663897	岡村靖幸
52.553978	ニューカレドニア
52.511422	フロリダ州
52.186882	サハ共和国
52.082575	7月7日
51.608330	5月28日
50.979177	12月26日
50.087493	2月25日
50.055430	4月26日
49.974543	2月21日
49.868341	イスラム教
49.612955	ベルリン
49.279305	12月29日
49.169638	イヌ
49.148886	ヒジュラ暦
48.886660	週刊文春
47.656059	4月19日
47.260163	AKB48
46.898425	アメリカ合衆国大統領
46.872385	9月3日
46.798699	伊賀市
46.776014	千葉ロッテマリーンズ
46.633253	テロリズム
46.445406	9月6日
46.443317	さくらももこ
46.137440	Azu
46.118180	6月19日
45.413800	6月16日
45.075578	チリ
44.931629	6月12日
44.737839	アイスランド
44.536070	8月18日
43.941158	常用漢字
43.785544	ハーモニカ
43.784442	韓国
43.695576	漢字
43.306253	サウスダコタ州
42.240624	イギリス王室
42.229298	祭
42.093307	リトアニア
41.193283	高島市
40.467376	芦屋市
40.398638	自衛隊
40.040975	植田佳奈
39.987736	新潟市
39.808253	讀賣テレビ放送
39.738987	チェルノブイリ原子力発電所事故
39.657564	イチロー
38.722273	一覧記事
38.383220	スリランカ
38.311457	国際法
38.114720	人口統計
37.888798	皇族
37.840375	ユニフォーム
37.586315	マサチューセッツ州
37.441851	日本大学
37.376374	助産師
36.900376	コーディチェ・カタスターレ
36.848981	近代社格制度
36.223900	2020年
36.025894	丹波市
35.242732	Suica
35.236598	BRICs
35.120012	坂本真綾
34.124850	岡山市
33.846564	林原めぐみ
33.774770	ラトビア
33.612449	手話
33.580504	淡路市
33.090291	禅
32.703124	2018年
32.689159	紫式部
32.509324	北九州市
32.014840	広辞苑
31.826710	妙高市
31.748438	防府市
31.722684	吉永小百合
31.402176	もものかんづめ
31.334592	廃線
31.190321	国の一覧
31.185983	ルクセンブルク
31.099937	音楽番組
31.035162	結婚
30.861904	バングラデシュ
30.366228	リンゴ・スター
30.259848	アイスリボン
30.127674	ノーム・チョムスキー
30.052853	性別
29.987901	ネパール
29.879722	閏年
29.548195	水曜ミステリー9
29.504426	東芝
29.354156	スクウェア・エニックス
29.329575	竹富島
29.233377	Yasu
29.065016	ジャン＝ベルトラン・アリスティド
29.062127	千葉市
29.025218	事件
28.865797	いぬ
28.853243	国勢調査_(日本)
28.797315	王政ローマ
28.790773	柏市
28.778828	モーニング娘。
28.365117	献血
28.346863	日本神話
28.241631	ヒンドゥー教
28.043953	尹炳世
27.977404	ハロー!プロジェクト
27.883275	カン・スヨン
27.778229	ウィザードリィ
27.504459	DBペディア
27.361472	2024年
27.353984	ケベック州
27.239400	明治天皇
27.210435	島秀雄
27.098101	春
26.696332	日本一弱い男
26.476614	サザンオールスターズ
26.106983	町田市
25.973076	シドニー
25.509129	個人情報の保護に関する法律
25.492663	ポール・アレン
25.475556	個人情報保護法
25.263964	メルボルン
25.150213	職業紹介事業
25.132442	満州国
24.850903	千葉氏
24.756184	ISO_3166-1
24.655565	藤子不二雄A
24.524496	セガゲームス
24.459646	小諸市
24.371400	2019年
24.282147	2049年
23.858362	個人情報
23.745998	ロシア連邦
23.741612	リチャード・ストールマン
23.740600	石原さとみ
23.678127	アラスカ州
23.672759	西野カナ
23.509822	統計
23.495135	玉名市
23.479015	亀山市
23.475883	栗東市
23.328315	松尾由美子
23.294501	ボストン
23.178165	SMAP
23.165595	脳
23.022827	国歌
23.009671	仮面ライダーシリーズ
22.852035	和久峻三
22.620846	KREVA
22.458358	東京地下鉄
22.408793	阿川弘之
22.358088	人材紹介
22.300008	保守
22.231813	野中藍
22.177900	京極夏彦
22.157803	皇紀
22.149181	ブタ
22.012404	松山市
21.894033	スプートニク1号
21.672360	武論尊
21.646674	釈迦
21.451316	ThinkPad
21.405370	テネシー州
21.403296	クリスマス
21.280364	差別
21.229762	アリゾナ州
21.189549	夢枕獏
21.102489	伊調千春
21.100552	高松市
21.048376	推計人口
21.019188	川崎フロンターレ
20.919806	ジョージア州
20.908763	マンハッタン
20.853073	インディアン
20.819802	個人情報漏洩
20.695712	徴兵制度
20.515491	大映ユニオンズ
20.318865	辻仁成
